;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Agregado
12482;Apartamento;Tijuca;2;1;1;82;1500.0;750.0;66.0;18.29;Apartamento
12483;Loja/Salão;Barra da Tijuca;0;20;0;840;80000.0;15000.0;0.0;95.24;Apartamento
12484;Apartamento;Leblon;1;0;1;45;3000.0;890.0;95.0;66.67;Apartamento
12485;Apartamento;Leblon;4;2;4;200;9500.0;2710.0;1153.0;47.5;Apartamento
12486;Quitinete;Copacabana;1;0;0;33;1300.0;350.0;25.0;39.39;Apartamento
12487;Apartamento;Maracanã;2;0;0;40;800.0;176.0;81.0;20.0;Apartamento
12488;Apartamento;Barra da Tijuca;4;2;1;130;3500.0;1400.0;280.0;26.92;Apartamento
12489;Apartamento;Copacabana;3;1;0;120;5000.0;1300.0;300.0;41.67;Apartamento
12490;Box/Garagem;Centro;0;1;0;0;250.0;0.0;83.0;inf;Apartamento
12491;Apartamento;Recreio dos Bandeirantes;2;1;1;77;1600.0;820.0;175.0;20.78;Apartamento
12492;Loft;Copacabana;1;0;0;50;3900.0;800.0;20.0;78.0;Apartamento
12493;Apartamento;Tijuca;2;1;0;75;1700.0;880.0;120.0;22.67;Apartamento
12494;Apartamento;Copacabana;3;1;1;260;10000.0;1900.0;4000.0;38.46;Apartamento
12495;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;750.0;902.0;0.0;25.0;Apartamento
12496;Apartamento;Copacabana;2;1;0;70;3100.0;1900.0;229.0;44.29;Apartamento
12497;Apartamento;Barra da Tijuca;3;2;1;130;6500.0;2600.0;699.0;50.0;Apartamento
12498;Apartamento;Copacabana;4;0;1;260;4799.0;1200.0;450.0;18.46;Apartamento
12499;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;23;700.0;650.0;0.0;30.43;Apartamento
12500;Apartamento;Tijuca;3;1;0;193;1700.0;850.0;116.0;8.81;Apartamento
12501;Loja/Salão;Copacabana;0;0;0;72;5800.0;0.0;0.0;80.56;Apartamento
12502;Prédio Inteiro;Centro;0;20;0;1439;15000.0;0.0;2527.0;10.42;Apartamento
12503;Apartamento;Leme;1;1;0;50;2550.0;600.0;27.0;51.0;Apartamento
12504;Conjunto Comercial/Sala;Centro;0;0;0;300;5000.0;6908.0;1696.0;16.67;Apartamento
12505;Apartamento;Copacabana;3;1;0;300;5000.0;1973.0;500.0;16.67;Apartamento
12506;Apartamento;Barra da Tijuca;2;1;1;80;2500.0;1339.0;187.0;31.25;Apartamento
12507;Apartamento;Ipanema;4;2;1;160;18000.0;1700.0;500.0;112.5;Apartamento
12508;Apartamento;Barra da Tijuca;4;3;4;250;8000.0;2850.0;750.0;32.0;Apartamento
12509;Conjunto Comercial/Sala;Santo Cristo;0;1;0;27;2000.0;600.0;174.0;74.07;Apartamento
12510;Apartamento;Glória;1;0;0;30;1000.0;500.0;20.0;33.33;Apartamento
12511;Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;225;6200.0;4600.0;800.0;27.56;Apartamento
12512;Apartamento;Barra da Tijuca;3;2;2;108;4000.0;1500.0;250.0;37.04;Apartamento
12513;Flat;Ipanema;2;1;1;100;8000.0;4300.0;400.0;80.0;Apartamento
12514;Apartamento;Ipanema;3;1;1;120;7000.0;1026.0;0.0;58.33;Apartamento
12515;Apartamento;Lagoa;1;1;0;57;4500.0;1885.0;250.0;78.95;Apartamento
12516;Apartamento;Copacabana;1;0;0;55;3000.0;900.0;100.0;54.55;Apartamento
12517;Apartamento;Barra da Tijuca;4;3;2;240;13000.0;3580.0;648.0;54.17;Apartamento
12518;Casa de Condomínio;Barra da Tijuca;5;5;5;580;15000.0;820.0;10674.0;25.86;Casa
12519;Galpão/Depósito/Armazém;Ramos;0;0;0;2700;14000.0;0.0;0.0;5.19;Apartamento
12520;Apartamento;Freguesia (Jacarepaguá);2;1;0;55;800.0;570.0;162.0;14.55;Apartamento
12521;Flat;Ipanema;2;1;1;100;11000.0;4084.0;640.0;110.0;Apartamento
12522;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1450.0;1499.0;0.0;48.33;Apartamento
12523;Apartamento;Leblon;2;1;1;80;5500.0;1648.0;251.0;68.75;Apartamento
12524;Casa de Condomínio;Barra da Tijuca;4;4;2;400;7500.0;1145.0;750.0;18.75;Casa
12525;Apartamento;Copacabana;2;0;0;69;2400.0;847.0;116.0;34.78;Apartamento
12526;Apartamento;Barra da Tijuca;4;2;1;140;3700.0;1900.0;330.0;26.43;Apartamento
12527;Apartamento;Humaitá;3;1;0;88;3200.0;790.0;191.0;36.36;Apartamento
12528;Apartamento;Barra da Tijuca;2;1;1;63;2200.0;1800.0;0.0;34.92;Apartamento
12529;Casa Comercial;Laranjeiras;27;0;10;1000;13000.0;0.0;900.0;13.0;Apartamento
12530;Apartamento;Vila Isabel;2;1;0;80;1600.0;630.0;65.0;20.0;Apartamento
12531;Casa de Condomínio;Vargem Grande;3;1;1;100;2000.0;200.0;1.0;20.0;Casa
12532;Conjunto Comercial/Sala;Centro;0;0;0;37;300.0;785.0;108.0;8.11;Apartamento
12533;Quitinete;Centro;1;0;0;32;1100.0;400.0;22.0;34.38;Apartamento
12534;Apartamento;Barra da Tijuca;3;2;1;106;2500.0;1772.0;249.0;23.58;Apartamento
12535;Apartamento;Leblon;4;2;2;230;17900.0;5000.0;600.0;77.83;Apartamento
12536;Apartamento;Humaitá;2;0;0;70;2400.0;700.0;172.0;34.29;Apartamento
12537;Quitinete;Copacabana;1;1;0;35;2200.0;560.0;64.0;62.86;Apartamento
12538;Conjunto Comercial/Sala;Centro;0;0;0;50;1500.0;0.0;0.0;30.0;Apartamento
12539;Conjunto Comercial/Sala;Ipanema;0;1;0;26;2700.0;1173.0;0.0;103.85;Apartamento
12540;Apartamento;Barra da Tijuca;3;2;2;230;4200.0;1900.0;350.0;18.26;Apartamento
12541;Conjunto Comercial/Sala;Centro;0;0;0;187;5000.0;7183.0;1030.0;26.74;Apartamento
12542;Apartamento;Copacabana;1;0;0;50;1500.0;685.0;110.0;30.0;Apartamento
12543;Apartamento;Ipanema;4;2;2;400;12000.0;8000.0;5000.0;30.0;Apartamento
12544;Apartamento;Ipanema;4;2;1;292;14000.0;2500.0;500.0;47.95;Apartamento
12545;Apartamento;Leblon;1;0;1;57;3750.0;730.0;208.0;65.79;Apartamento
12546;Apartamento;Barra da Tijuca;1;1;1;109;3000.0;1500.0;2289.0;27.52;Apartamento
12547;Prédio Inteiro;Saúde;0;5;0;842;25000.0;0.0;300.0;29.69;Apartamento
12548;Quitinete;Centro;1;0;0;20;850.0;390.0;24.0;42.5;Apartamento
12549;Apartamento;Copacabana;2;0;0;70;2200.0;730.0;148.0;31.43;Apartamento
12550;Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;20;359.0;0.0;0.0;17.95;Apartamento
12551;Apartamento;Flamengo;1;0;0;48;1450.0;580.0;67.0;30.21;Apartamento
12552;Apartamento;Pechincha;2;1;0;75;800.0;485.0;0.0;10.67;Apartamento
12553;Conjunto Comercial/Sala;Glória;0;0;0;10;4919.0;0.0;0.0;491.9;Apartamento
12554;Conjunto Comercial/Sala;Barra da Tijuca;0;7;0;141;16000.0;3300.0;950.0;113.48;Apartamento
12555;Apartamento;Flamengo;3;1;0;265;6200.0;1300.0;625.0;23.4;Apartamento
12556;Apartamento;Freguesia (Jacarepaguá);3;2;1;105;2500.0;895.0;160.0;23.81;Apartamento
12557;Loja/Salão;Barra da Tijuca;0;0;0;210;65000.0;0.0;0.0;309.52;Apartamento
12558;Apartamento;Catumbi;2;1;0;53;650.0;502.0;0.0;12.26;Apartamento
12559;Apartamento;Tijuca;3;1;1;150;3000.0;1578.0;180.0;20.0;Apartamento
12560;Conjunto Comercial/Sala;Ipanema;0;0;0;40;1200.0;4500.0;800.0;30.0;Apartamento
12561;Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500.0;792.0;95.0;21.43;Apartamento
12562;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;24;700.0;279.0;27.0;29.17;Apartamento
12563;Apartamento;Tijuca;2;0;0;95;1300.0;680.0;129.0;13.68;Apartamento
12564;Apartamento;Botafogo;2;1;1;78;4315.0;1105.0;187.0;55.32;Apartamento
12565;Apartamento;Barra da Tijuca;2;2;2;111;6000.0;3500.0;704.0;54.05;Apartamento
12566;Apartamento;Rio Comprido;2;1;1;52;1500.0;520.0;0.0;28.85;Apartamento
12567;Loja/Salão;Grajaú;0;1;0;46;2000.0;0.0;223.0;43.48;Apartamento
12568;Apartamento;Recreio dos Bandeirantes;2;1;1;86;2100.0;1050.0;135.0;24.42;Apartamento
12569;Apartamento;Glória;1;0;0;30;1400.0;450.0;30.0;46.67;Apartamento
12570;Conjunto Comercial/Sala;Botafogo;0;0;0;180;6000.0;3163.0;1123.0;33.33;Apartamento
12571;Galpão/Depósito/Armazém;Campo Grande;0;4;0;1601;27217.0;4418.0;960.0;17.0;Apartamento
12572;Apartamento;Barra da Tijuca;3;1;1;120;2900.0;2150.0;388.0;24.17;Apartamento
12573;Conjunto Comercial/Sala;Botafogo;0;42;0;2260;316400.0;77184.0;12181.0;140.0;Apartamento
12574;Apartamento;Tijuca;2;1;2;121;2300.0;1000.0;0.0;19.01;Apartamento
12575;Galpão/Depósito/Armazém;Bonsucesso;0;3;0;427;10000.0;0.0;1353.0;23.42;Apartamento
12576;Apartamento;Barra da Tijuca;2;1;1;72;1800.0;892.0;187.0;25.0;Apartamento
12577;Apartamento;São Francisco Xavier;2;0;0;58;1000.0;190.0;0.0;17.24;Apartamento
12578;Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;68;1500.0;2210.0;489.0;22.06;Apartamento
12579;Loja/Salão;Centro;0;0;0;30;10000.0;0.0;0.0;333.33;Apartamento
12580;Apartamento;Botafogo;3;1;0;200;3800.0;1350.0;332.0;19.0;Apartamento
12581;Apartamento;Flamengo;3;0;1;183;5500.0;1450.0;275.0;30.05;Apartamento
12582;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;35;700.0;840.0;226.0;20.0;Apartamento
12583;Conjunto Comercial/Sala;Centro;0;0;0;30;900.0;450.0;0.0;30.0;Apartamento
12584;Galpão/Depósito/Armazém;Taquara;0;50;0;1942;35000.0;0.0;6000.0;18.02;Apartamento
12585;Casa de Condomínio;Barra da Tijuca;4;10;0;771;25000.0;1550.0;147.0;32.43;Casa
12586;Apartamento;Leblon;2;0;0;80;3200.0;1200.0;247.0;40.0;Apartamento
12587;Loja Shopping/ Ct Comercial;Recreio dos Bandeirantes;0;1;0;34;1800.0;620.0;0.0;52.94;Apartamento
12588;Loja/Salão;Itanhangá;0;6;0;220;4800.0;0.0;60.0;21.82;Apartamento
12589;Conjunto Comercial/Sala;Centro;0;1;0;203;6300.0;4865.0;1142.0;31.03;Apartamento
12590;Apartamento;Ipanema;5;5;4;375;18000.0;8000.0;2500.0;48.0;Apartamento
12591;Apartamento;Barra da Tijuca;1;1;0;68;2000.0;800.0;230.0;29.41;Apartamento
12592;Apartamento;Cosmos;2;1;0;42;800.0;260.0;0.0;19.05;Apartamento
12593;Conjunto Comercial/Sala;Centro;0;0;0;108;1700.0;1368.0;468.0;15.74;Apartamento
12594;Apartamento;Copacabana;3;0;0;110;4800.0;900.0;0.0;43.64;Apartamento
12595;Apartamento;Ipanema;1;1;0;46;4000.0;651.0;78.0;86.96;Apartamento
12596;Apartamento;Vila Isabel;2;1;0;72;1500.0;450.0;90.0;20.83;Apartamento
12597;Conjunto Comercial/Sala;Centro;0;4;0;972;26000.0;15500.0;3800.0;26.75;Apartamento
12598;Apartamento;Campo Grande;2;1;0;55;600.0;196.0;0.0;10.91;Apartamento
12599;Apartamento;Recreio dos Bandeirantes;3;2;1;161;2190.0;610.0;366.0;13.6;Apartamento
12600;Apartamento;Engenho Novo;2;1;1;68;700.0;765.0;14.0;10.29;Apartamento
12601;Apartamento;Santa Teresa;2;0;0;70;1500.0;510.0;0.0;21.43;Apartamento
12602;Apartamento;Freguesia (Jacarepaguá);2;1;1;86;1150.0;790.0;598.0;13.37;Apartamento
12603;Apartamento;Jardim Botânico;3;2;1;172;3700.0;1500.0;0.0;21.51;Apartamento
12604;Conjunto Comercial/Sala;Vila Isabel;0;1;0;25;700.0;656.0;83.0;28.0;Apartamento
12605;Apartamento;Leblon;2;1;0;80;5600.0;1600.0;300.0;70.0;Apartamento
12606;Conjunto Comercial/Sala;Centro;0;0;0;37;790.0;1380.0;127.0;21.35;Apartamento
12607;Apartamento;Copacabana;1;0;0;50;2300.0;530.0;75.0;46.0;Apartamento
12608;Loja/Salão;Campo Grande;0;1;0;30;1500.0;0.0;0.0;50.0;Apartamento
12609;Apartamento;Tijuca;3;0;0;116;2000.0;730.0;1160.0;17.24;Apartamento
12610;Apartamento;Ipanema;2;1;1;110;5500.0;1300.0;240.0;50.0;Apartamento
12611;Casa de Vila;Pechincha;2;1;0;98;1350.0;330.0;36.0;13.78;Casa
12612;Casa de Condomínio;Jacarepaguá;3;3;0;150;3000.0;50.0;71.0;20.0;Casa
12613;Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;33;1300.0;346.0;0.0;39.39;Apartamento
12614;Conjunto Comercial/Sala;Centro;0;12;0;2612;195900.0;44404.0;9011.0;75.0;Apartamento
12615;Conjunto Comercial/Sala;Centro;0;0;0;80;1500.0;1069.0;319.0;18.75;Apartamento
12616;Apartamento;Copacabana;3;1;0;135;4800.0;840.0;250.0;35.56;Apartamento
12617;Apartamento;Andaraí;3;0;1;85;1700.0;380.0;35.0;20.0;Apartamento
12618;Apartamento;Pavuna;2;0;0;50;650.0;350.0;0.0;13.0;Apartamento
12619;Apartamento;Copacabana;1;0;0;20;2000.0;260.0;150.0;100.0;Apartamento
12620;Apartamento;Freguesia (Jacarepaguá);3;2;1;132;1900.0;1100.0;110.0;14.39;Apartamento
12621;Apartamento;Barra da Tijuca;2;1;1;70;2000.0;1230.0;270.0;28.57;Apartamento
12622;Apartamento;Catete;2;0;0;70;2200.0;600.0;90.0;31.43;Apartamento
12623;Apartamento;Copacabana;2;0;0;73;2300.0;700.0;0.0;31.51;Apartamento
12624;Apartamento;Penha;2;0;0;65;1000.0;142.0;0.0;15.38;Apartamento
12625;Apartamento;Flamengo;3;1;1;250;8000.0;1600.0;729.0;32.0;Apartamento
12626;Apartamento;Grajaú;2;0;0;64;1100.0;613.0;0.0;17.19;Apartamento
12627;Apartamento;Barra da Tijuca;2;1;1;80;2500.0;1000.0;120.0;31.25;Apartamento
12628;Conjunto Comercial/Sala;Tijuca;0;1;0;41;1600.0;1298.0;0.0;39.02;Apartamento
12629;Flat;Ipanema;2;2;1;100;9000.0;4100.0;4419.0;90.0;Apartamento
12630;Quitinete;Flamengo;1;0;0;25;1250.0;460.0;0.0;50.0;Apartamento
12631;Apartamento;Lagoa;3;1;0;101;4500.0;1465.0;282.0;44.55;Apartamento
12632;Apartamento;Laranjeiras;3;1;1;105;3800.0;1000.0;150.0;36.19;Apartamento
12633;Casa;Recreio dos Bandeirantes;2;3;1;130;3200.0;0.0;300.0;24.62;Casa
12634;Casa Comercial;Vila Isabel;0;3;0;140;12000.0;0.0;489.0;85.71;Apartamento
12635;Apartamento;Ipanema;2;1;1;80;3500.0;1000.0;206.0;43.75;Apartamento
12636;Apartamento;Barra da Tijuca;2;1;1;93;2550.0;990.0;170.0;27.42;Apartamento
12637;Apartamento;Ipanema;2;1;2;170;10500.0;2307.0;215.0;61.76;Apartamento
12638;Apartamento;Leme;3;1;0;79;3000.0;1350.0;200.0;37.97;Apartamento
12639;Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;87;3500.0;3124.0;720.0;40.23;Apartamento
12640;Apartamento;Senador Vasconcelos;1;1;1;50;800.0;180.0;0.0;16.0;Apartamento
12641;Apartamento;Vila Isabel;2;2;0;62;1500.0;775.0;50.0;24.19;Apartamento
12642;Apartamento;Freguesia (Jacarepaguá);1;1;0;60;950.0;583.0;140.0;15.83;Apartamento
12643;Casa de Vila;Madureira;1;1;0;45;750.0;30.0;0.0;16.67;Casa
12644;Apartamento;Tijuca;2;0;0;70;1300.0;420.0;25.0;18.57;Apartamento
12645;Apartamento;Barra da Tijuca;2;1;1;73;2000.0;886.0;0.0;27.4;Apartamento
12646;Casa Comercial;Botafogo;0;0;0;424;18000.0;0.0;21422.0;42.45;Apartamento
12647;Conjunto Comercial/Sala;Centro;0;0;0;20;500.0;500.0;0.0;25.0;Apartamento
12648;Apartamento;Recreio dos Bandeirantes;3;3;3;170;4200.0;900.0;467.0;24.71;Apartamento
12649;Apartamento;Leblon;2;1;1;82;3500.0;1120.0;389.0;42.68;Apartamento
12650;Apartamento;Lapa;1;1;0;50;2150.0;885.0;50.0;43.0;Apartamento
12651;Apartamento;Flamengo;1;0;0;35;2200.0;315.0;55.0;62.86;Apartamento
12652;Apartamento;Humaitá;3;2;1;92;3500.0;1300.0;225.0;38.04;Apartamento
12653;Flat;Lagoa;2;1;1;85;4000.0;1950.0;350.0;47.06;Apartamento
12654;Conjunto Comercial/Sala;Barra da Tijuca;0;22;0;800;60000.0;16000.0;10000.0;75.0;Apartamento
12655;Casa Comercial;São Conrado;0;6;0;391;14000.0;0.0;631.0;35.81;Apartamento
12656;Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;72;2500.0;2500.0;560.0;34.72;Apartamento
12657;Apartamento;Leblon;2;2;2;223;9500.0;3996.0;10935.0;42.6;Apartamento
12658;Conjunto Comercial/Sala;Centro;0;0;0;30;750.0;370.0;110.0;25.0;Apartamento
12659;Apartamento;Taquara;2;1;0;100;1200.0;200.0;80.0;12.0;Apartamento
12660;Quitinete;Centro;1;0;0;28;780.0;420.0;24.0;27.86;Apartamento
12661;Apartamento;Lins de Vasconcelos;2;1;0;69;1200.0;494.0;117.0;17.39;Apartamento
12662;Apartamento;Barra da Tijuca;4;2;1;189;8000.0;2200.0;650.0;42.33;Apartamento
12663;Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;60;2000.0;1100.0;430.0;33.33;Apartamento
12664;Prédio Inteiro;Tijuca;9;0;0;280;9000.0;0.0;0.0;32.14;Apartamento
12665;Apartamento;Barra da Tijuca;1;1;1;82;2200.0;1405.0;24.0;26.83;Apartamento
12666;Conjunto Comercial/Sala;Centro;0;4;0;978;24000.0;17500.0;3449.0;24.54;Apartamento
12667;Apartamento;Copacabana;3;1;0;80;3100.0;700.0;173.0;38.75;Apartamento
12668;Apartamento;Recreio dos Bandeirantes;2;3;1;100;2200.0;625.0;198.0;22.0;Apartamento
12669;Apartamento;Copacabana;4;1;3;300;5000.0;1500.0;150.0;16.67;Apartamento
12670;Apartamento;Barra da Tijuca;2;1;1;78;2100.0;1350.0;140.0;26.92;Apartamento
12671;Apartamento;Jardim Botânico;3;1;1;110;3000.0;1135.0;240.0;27.27;Apartamento
12672;Flat;Ipanema;2;1;1;100;8000.0;4300.0;400.0;80.0;Apartamento
12673;Flat;Copacabana;1;1;1;60;4500.0;0.0;0.0;75.0;Apartamento
12674;Apartamento;Lagoa;3;3;3;227;15000.0;3675.0;980.0;66.08;Apartamento
12675;Apartamento;Tijuca;2;0;0;69;1200.0;530.0;80.0;17.39;Apartamento
12676;Casa de Condomínio;Barra da Tijuca;4;4;0;365;10000.0;1207.0;1197.0;27.4;Casa
12677;Apartamento;Recreio dos Bandeirantes;2;2;1;92;2800.0;850.0;0.0;30.43;Apartamento
12678;Apartamento;Tijuca;2;0;0;69;1600.0;200.0;20.0;23.19;Apartamento
12679;Casa;Recreio dos Bandeirantes;3;3;1;300;15000.0;1608.0;312.0;50.0;Casa
12680;Conjunto Comercial/Sala;Centro;0;6;0;603;36180.0;12189.0;3876.0;60.0;Apartamento
12681;Apartamento;Méier;3;0;0;57;1300.0;365.0;16.0;22.81;Apartamento
12682;Conjunto Comercial/Sala;Centro;0;5;0;350;17500.0;3667.0;2108.0;50.0;Apartamento
12683;Apartamento;Barra da Tijuca;4;2;2;500;26000.0;8000.0;0.0;52.0;Apartamento
12684;Quitinete;Botafogo;1;0;0;35;2400.0;500.0;50.0;68.57;Apartamento
12685;Apartamento;Barra da Tijuca;4;0;4;223;8500.0;3100.0;700.0;38.12;Apartamento
12686;Conjunto Comercial/Sala;Botafogo;0;3;0;500;75000.0;16855.0;2695.0;150.0;Apartamento
12687;Quitinete;Copacabana;1;0;0;25;750.0;496.0;29.0;30.0;Apartamento
12688;Apartamento;Lagoa;3;1;1;120;4000.0;1200.0;239.0;33.33;Apartamento
12689;Apartamento;Lagoa;2;1;0;58;2500.0;1472.0;0.0;43.1;Apartamento
12690;Apartamento;Ipanema;2;0;1;82;4000.0;903.0;160.0;48.78;Apartamento
12691;Apartamento;Botafogo;2;1;1;90;3200.0;920.0;130.0;35.56;Apartamento
12692;Apartamento;Flamengo;4;2;1;280;12000.0;1900.0;857.0;42.86;Apartamento
12693;Apartamento;Copacabana;3;1;1;150;4900.0;1907.0;317.0;32.67;Apartamento
12694;Apartamento;Copacabana;1;0;0;33;1700.0;470.0;56.0;51.52;Apartamento
12695;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;1100.0;980.0;0.0;34.38;Apartamento
12696;Loja/Salão;Campo Grande;0;0;0;100;13000.0;0.0;0.0;130.0;Apartamento
12697;Apartamento;Ipanema;3;2;1;200;9500.0;3600.0;1500.0;47.5;Apartamento
12698;Apartamento;Leblon;3;1;1;180;9500.0;3000.0;0.0;52.78;Apartamento
12699;Casa;Barra da Tijuca;6;4;4;300;13000.0;800.0;1500.0;43.33;Casa
12700;Casa;Vila Isabel;3;0;0;75;2100.0;0.0;67.0;28.0;Casa
12701;Apartamento;Del Castilho;2;1;1;54;1250.0;420.0;0.0;23.15;Apartamento
12702;Apartamento;Ipanema;2;1;0;70;4000.0;614.0;0.0;57.14;Apartamento
12703;Apartamento;Méier;2;0;0;40;950.0;297.0;14.0;23.75;Apartamento
12704;Apartamento;Quintino Bocaiúva;2;0;0;90;1000.0;500.0;26.0;11.11;Apartamento
12705;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;94;7900.0;2650.0;0.0;84.04;Apartamento
12706;Apartamento;Copacabana;3;1;0;140;3300.0;1760.0;242.0;23.57;Apartamento
12707;Apartamento;Leblon;2;1;0;80;3600.0;930.0;123.0;45.0;Apartamento
12708;Conjunto Comercial/Sala;Centro;0;0;0;312;29500.0;6816.0;19654.0;94.55;Apartamento
12709;Conjunto Comercial/Sala;Centro;0;8;0;362;48446.0;7657.0;1800.0;133.83;Apartamento
12710;Apartamento;Laranjeiras;2;0;0;74;2300.0;592.0;100.0;31.08;Apartamento
12711;Casa;Jardim Botânico;4;1;4;387;25000.0;0.0;582.0;64.6;Casa
12712;Apartamento;Copacabana;3;1;0;107;4384.0;1239.0;222.0;40.97;Apartamento
12713;Casa;Pedra de Guaratiba;2;3;0;100;1200.0;0.0;0.0;12.0;Casa
12714;Flat;Ipanema;2;2;2;90;10000.0;4600.0;350.0;111.11;Apartamento
12715;Apartamento;Copacabana;3;1;0;160;3700.0;1800.0;0.0;23.12;Apartamento
12716;Conjunto Comercial/Sala;Centro;0;0;0;28;500.0;780.0;0.0;17.86;Apartamento
12717;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1400.0;700.0;348.0;38.89;Apartamento
12718;Apartamento;Ipanema;3;1;1;160;7000.0;1871.0;5919.0;43.75;Apartamento
12719;Apartamento;Ipanema;4;2;3;300;23500.0;3500.0;0.0;78.33;Apartamento
12720;Conjunto Comercial/Sala;Vila da Penha;0;1;0;24;900.0;504.0;33.0;37.5;Apartamento
12721;Conjunto Comercial/Sala;Centro;0;0;0;315;15750.0;5613.0;1728.0;50.0;Apartamento
12722;Terreno Padrão;Barra da Tijuca;0;0;0;1110;140000.0;0.0;0.0;126.13;Apartamento
12723;Apartamento;Copacabana;3;1;0;105;2500.0;1400.0;220.0;23.81;Apartamento
12724;Loja/Salão;Recreio dos Bandeirantes;0;0;0;142;1500.0;400.0;1500.0;10.56;Apartamento
12725;Apartamento;Tijuca;3;0;0;86;2500.0;561.0;113.0;29.07;Apartamento
12726;Apartamento;Copacabana;4;4;1;260;10000.0;1998.0;450.0;38.46;Apartamento
12727;Apartamento;Barra da Tijuca;5;2;3;570;15000.0;1450.0;800.0;26.32;Apartamento
12728;Conjunto Comercial/Sala;Centro;0;0;0;289;12000.0;5955.0;1357.0;41.52;Apartamento
12729;Apartamento;Barra da Tijuca;3;0;1;86;1600.0;928.0;251.0;18.6;Apartamento
12730;Apartamento;Flamengo;3;1;1;116;4300.0;1250.0;250.0;37.07;Apartamento
12731;Apartamento;Rio Comprido;3;0;0;86;1600.0;350.0;0.0;18.6;Apartamento
12732;Apartamento;Tijuca;3;1;2;116;2500.0;900.0;220.0;21.55;Apartamento
12733;Apartamento;Pechincha;2;1;1;70;1550.0;500.0;0.0;22.14;Apartamento
12734;Apartamento;Barra da Tijuca;2;1;1;70;1750.0;635.0;13.0;25.0;Apartamento
12735;Apartamento;Ipanema;2;1;0;100;2800.0;815.0;244.0;28.0;Apartamento
12736;Casa;Méier;2;1;0;120;2000.0;0.0;70.0;16.67;Casa
12737;Conjunto Comercial/Sala;Jacarepaguá;0;1;0;24;800.0;400.0;52.0;33.33;Apartamento
12738;Conjunto Comercial/Sala;Centro;0;0;0;60;1800.0;565.0;0.0;30.0;Apartamento
12739;Apartamento;Recreio dos Bandeirantes;2;1;1;67;1600.0;750.0;112.0;23.88;Apartamento
12740;Apartamento;Copacabana;4;0;1;120;5500.0;1419.0;170.0;45.83;Apartamento
12741;Apartamento;Jacarepaguá;3;1;1;112;2300.0;1876.0;0.0;20.54;Apartamento
12742;Apartamento;Engenho Novo;1;0;1;40;500.0;456.0;36.0;12.5;Apartamento
12743;Prédio Inteiro;Centro;0;0;0;7000;530000.0;0.0;0.0;75.71;Apartamento
12744;Apartamento;Laranjeiras;2;1;1;90;3400.0;1865.0;280.0;37.78;Apartamento
12745;Apartamento;Ipanema;1;1;0;55;4000.0;780.0;120.0;72.73;Apartamento
12746;Apartamento;Barra da Tijuca;1;1;0;63;2200.0;996.0;116.0;34.92;Apartamento
12747;Apartamento;Maracanã;2;1;0;60;1600.0;472.0;0.0;26.67;Apartamento
12748;Apartamento;Recreio dos Bandeirantes;3;2;1;140;3000.0;1300.0;300.0;21.43;Apartamento
12749;Apartamento;Ipanema;3;1;1;164;12000.0;1700.0;0.0;73.17;Apartamento
12750;Apartamento;Ipanema;2;2;2;220;18900.0;2300.0;0.0;85.91;Apartamento
12751;Apartamento;Botafogo;2;1;0;45;2200.0;425.0;30.0;48.89;Apartamento
12752;Apartamento;Barra da Tijuca;4;3;2;160;4000.0;2650.0;0.0;25.0;Apartamento
12753;Quitinete;Leblon;0;0;0;30;1800.0;0.0;0.0;60.0;Apartamento
12754;Apartamento;Tijuca;2;0;0;70;1500.0;876.0;97.0;21.43;Apartamento
12755;Conjunto Comercial/Sala;Centro;0;8;0;603;42210.0;12190.0;0.0;70.0;Apartamento
12756;Apartamento;Lagoa;3;4;1;380;25000.0;5000.0;1800.0;65.79;Apartamento
12757;Casa;Vila Valqueire;5;20;0;460;16000.0;0.0;0.0;34.78;Casa
12758;Apartamento;Recreio dos Bandeirantes;2;1;1;74;2300.0;600.0;0.0;31.08;Apartamento
12759;Apartamento;Barra da Tijuca;2;1;1;98;2900.0;1080.0;0.0;29.59;Apartamento
12760;Apartamento;Freguesia (Jacarepaguá);1;1;0;48;1000.0;450.0;0.0;20.83;Apartamento
12761;Apartamento;Jacarepaguá;3;1;1;82;2100.0;735.0;65.0;25.61;Apartamento
12762;Conjunto Comercial/Sala;Jacarepaguá;0;1;0;20;600.0;449.0;0.0;30.0;Apartamento
